SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,avg_monthly_spend,streaming_count,security_support_count
1,0,0,1,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,25.25,1,25.25,0,0
0,1,0,38,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),60.0,0,57.71579,2,3
0,1,0,28,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),89.9,0,86.91071,1,2
0,1,0,32,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.4,0,20.035938,0,0
1,1,0,49,DSL,No,Yes,No,No,No,No,Two year,0,Mailed check,49.8,0,48.946938,0,1
0,1,1,37,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.1,0,23.293243,0,0
0,0,0,10,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,54.25,0,58.3,0,2
0,1,0,67,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,0,Credit card (automatic),109.9,0,109.438805,2,3
0,0,0,7,DSL,No,No,Yes,Yes,No,No,One year,1,Credit card (automatic),35.5,0,35.65,0,2
0,0,0,51,Fiber optic,No,No,No,No,Yes,Yes,One year,0,Credit card (automatic),87.55,0,87.76275,2,0
0,0,0,9,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.15,1,46.27222,0,0
0,0,0,9,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,88.4,0,87.62222,2,0
0,0,0,4,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,50.8,0,50.575,0,1
0,1,0,71,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,1,Electronic check,99.0,0,98.515495,1,3
0,1,1,50,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),84.4,1,82.323,1,0
1,1,1,24,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,1,Electronic check,96.55,0,94.31042,2,1
0,1,0,22,DSL,Yes,No,No,No,Yes,No,One year,1,Bank transfer (automatic),59.75,0,62.470455,1,1
0,0,0,44,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,111.5,0,111.707954,2,3
0,1,1,33,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),24.25,0,25.40909,0,0
0,0,0,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.1,1,75.1,0,0
0,1,0,54,DSL,No,No,No,No,Yes,Yes,One year,1,Credit card (automatic),70.15,1,68.808334,2,0
0,0,0,42,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.75,1,101.74881,2,1
0,0,0,1,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.8,1,45.8,0,0
0,0,0,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.5,0,20.5,0,0
0,0,0,30,DSL,Yes,Yes,No,Yes,Yes,No,One year,0,Electronic check,70.4,0,68.15833,1,3
0,0,0,1,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,30.55,0,30.55,0,1
0,1,1,16,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,84.9,0,87.390625,2,3
0,0,0,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.1,1,20.1,0,0
0,1,0,9,DSL,No,No,No,Yes,Yes,No,Month-to-month,0,Mailed check,40.65,1,36.55,1,1
1,1,0,46,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.0,1,101.74022,2,1
0,0,0,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.1,1,69.1,0,0
0,1,0,71,DSL,Yes,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),54.5,0,53.214085,0,2
0,0,0,43,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),75.35,0,73.52093,0,0
0,1,0,50,DSL,Yes,No,No,Yes,Yes,No,One year,1,Bank transfer (automatic),44.45,0,43.769,1,2
0,0,0,13,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,75.0,1,76.88077,0,0
0,1,1,19,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),100.0,1,99.40263,2,2
0,0,0,41,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),98.05,0,97.33171,2,1
1,0,0,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.15,1,71.15,0,0
0,0,0,24,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),54.15,1,51.677082,2,2
0,1,0,40,DSL,No,Yes,No,No,Yes,No,One year,0,Bank transfer (automatic),63.9,0,65.875,1,1
0,1,1,3,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),69.15,0,78.333336,1,2
0,0,0,37,DSL,Yes,No,No,No,Yes,No,One year,0,Bank transfer (automatic),64.65,0,63.455406,1,1
0,1,1,67,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.75,1,106.80895,2,3
0,1,1,32,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,98.85,0,96.55,2,1
0,1,0,6,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,49.15,1,45.133335,0,1
0,1,1,32,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Electronic check,89.6,0,90.68125,1,1
0,0,0,59,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,83.25,0,83.88305,0,2
0,1,0,30,DSL,No,Yes,Yes,Yes,No,Yes,One year,0,Bank transfer (automatic),70.25,0,73.29667,1,3
0,0,1,20,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.4,1,18.725,0,0
0,1,1,27,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,24.5,0,28.220371,0,0
1,0,0,20,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,79.15,1,76.045,0,1
0,0,1,9,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,0,21.13889,0,0
0,1,1,68,DSL,Yes,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),73.0,0,75.92647,1,3
0,1,1,69,DSL,Yes,No,No,Yes,No,No,Two year,0,Credit card (automatic),61.4,0,58.838406,0,2
0,0,0,26,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Mailed check,84.3,0,87.753845,0,2
0,1,1,69,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.9,0,19.66232,0,0
0,0,0,11,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.4,0,21.040909,0,0
0,0,0,1,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,50.75,0,50.75,0,0
0,1,1,10,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.45,0,24.24,0,0
0,1,1,55,DSL,Yes,Yes,No,Yes,No,Yes,One year,1,Bank transfer (automatic),75.75,0,77.531815,1,3
0,0,0,44,DSL,Yes,No,No,Yes,Yes,No,One year,0,Electronic check,65.4,0,63.057953,1,2
1,1,0,46,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.4,1,78.37392,1,0
0,1,1,69,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Bank transfer (automatic),59.75,0,58.98406,0,3
1,0,0,11,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,78.5,0,79.472725,1,0
0,1,0,11,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,102.0,1,104.12273,2,1
0,0,0,29,DSL,No,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),48.95,0,45.64483,0,1
0,1,0,57,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.65,0,96.439476,2,1
0,0,0,28,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),18.25,0,19.096428,0,0
0,0,0,42,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),54.55,0,58.45357,0,2
0,0,0,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.65,1,19.35,0,0
0,0,1,23,DSL,Yes,Yes,No,Yes,No,No,One year,0,Bank transfer (automatic),40.65,0,41.191303,0,3
0,1,1,18,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.45,0,19.833334,0,0
0,1,1,62,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),24.8,0,23.810484,0,0
0,0,0,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.8,1,70.8,0,0
0,0,0,16,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),89.05,1,90.5375,1,1
0,0,0,3,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.6,1,97.3,2,0
0,0,0,67,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),88.8,0,88.10672,2,4
0,0,0,62,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.05,0,19.381453,0,0
0,1,0,57,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),104.5,1,103.88333,2,2
0,0,0,2,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.8,0,73.325,0,0
0,1,1,23,DSL,Yes,No,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),77.15,0,76.49565,1,3
0,0,1,25,DSL,Yes,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),35.05,0,33.778,0,2
1,0,0,72,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),108.1,0,107.972916,2,3
0,1,0,2,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.05,0,67.025,1,0
0,0,0,8,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.2,0,17.61875,0,0
0,0,0,5,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,50.6,1,49.99,0,0
0,0,0,35,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,49.2,0,48.618572,2,1
0,0,0,24,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,24.6,0,24.69375,0,0
0,1,1,2,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.65,0,67.875,0,0
0,1,1,72,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),104.9,0,107.39792,1,4
0,0,0,41,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,106.5,0,104.448784,1,4
0,0,1,4,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,49.35,1,54.9125,0,1
0,0,0,26,Fiber optic,No,Yes,No,No,No,No,One year,0,Bank transfer (automatic),75.5,0,77.61923,0,1
0,0,0,7,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.25,1,95.57143,2,1
0,1,0,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,68.95,1,68.95,0,0
0,1,1,4,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,58.5,0,56.2125,0,2
0,0,0,48,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),78.9,0,78.572914,2,3
1,0,0,2,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.85,1,98.375,2,0
1,1,0,12,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,79.2,0,78.65417,2,3
0,1,0,60,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),109.45,0,109.5475,2,3
0,0,0,55,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Electronic check,59.2,0,57.742725,0,3
0,0,0,1,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,29.15,0,29.15,0,1
0,0,0,4,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.05,1,79.725,0,0
0,0,0,1,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,24.45,1,24.45,0,0
0,0,0,42,DSL,No,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),66.5,0,65.77976,1,2
0,0,0,1,DSL,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),49.55,0,49.55,0,1
0,0,0,7,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),89.35,1,90.26428,1,1
0,0,0,3,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),73.6,0,77.5,0,1
0,1,0,72,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),82.65,0,82.213196,2,3
0,0,0,15,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,49.0,0,49.95,0,0
0,1,0,4,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.35,1,76.85,1,0
0,0,0,11,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,25.2,0,22.286364,0,0
0,0,0,5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,25.45,0,26.95,0,0
1,0,0,1,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Electronic check,55.8,1,55.8,0,2
0,1,0,72,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),110.9,0,114.45625,2,3
0,1,0,55,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),77.75,0,77.57091,0,1
0,1,1,40,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,26.2,0,26.9375,0,0
0,1,0,57,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.9,0,19.57193,0,0
0,0,0,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.05,1,79.05,1,0
0,1,0,1,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.0,1,95.0,2,1
0,0,0,1,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.2,1,25.2,0,0
1,1,1,52,DSL,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,80.85,0,78.45288,2,2
1,0,0,41,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.4,1,102.14024,2,1
0,1,0,43,DSL,No,No,No,No,Yes,No,One year,1,Mailed check,56.35,0,55.60814,1,0
0,1,1,47,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.3,0,18.946808,0,0
0,0,0,3,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),50.4,0,45.75,0,0
1,1,1,66,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),79.4,1,78.1,1,4
0,1,1,55,DSL,No,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),55.25,0,56.725456,0,2
0,0,0,29,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.1,0,18.258621,0,0
0,0,1,12,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.05,0,80.54583,1,0
0,1,0,66,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.2,0,105.10379,2,2
1,0,0,35,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.4,1,99.89429,2,1
1,1,0,10,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,89.8,1,91.43,1,1
0,1,1,27,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),75.75,0,71.44444,0,0
0,0,0,58,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,95.3,0,100.305176,2,1
0,1,0,54,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),109.75,1,113.151855,2,4
0,0,0,9,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,0,19.866667,0,0
0,0,0,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.3,1,14.15,0,0
0,0,0,6,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.1,0,72.5,0,0
1,0,0,26,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,91.25,1,90.45385,2,0
0,0,0,9,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,0,20.683332,0,0
0,1,0,8,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,54.75,0,55.73125,0,2
0,0,0,12,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,81.45,0,76.0,1,0
0,0,0,15,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,49.1,1,45.303333,0,0
0,1,0,43,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,80.2,0,83.29302,2,2
0,0,0,42,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,100.3,0,100.546425,2,1
0,0,0,31,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),65.25,1,64.33226,0,3
0,0,1,66,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),90.95,0,89.84924,0,3
1,0,0,18,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,85.45,1,83.65833,0,2
0,0,0,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.0,0,20.0,0,0
0,1,0,61,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,1,Electronic check,94.1,1,92.431145,1,2
0,0,0,10,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,79.85,0,79.725,0,1
1,0,0,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.65,1,71.65,0,0
1,0,0,18,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,73.55,0,75.525,0,1
0,1,0,24,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.65,1,105.93542,2,2
0,1,1,3,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.3,0,18.233334,0,0
0,0,0,50,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.15,0,19.781,0,0
0,1,1,1,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.55,0,44.55,0,0
0,0,0,2,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Mailed check,54.45,0,43.65,0,2
0,0,0,17,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.65,0,20.67941,0,0
0,1,1,69,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,105.0,0,105.764496,2,2
0,1,0,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),88.7,0,87.52361,2,4
0,0,0,3,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.25,1,70.1,0,0
1,1,1,50,DSL,Yes,Yes,Yes,No,No,Yes,Two year,1,Bank transfer (automatic),75.15,0,76.449,1,3
0,0,0,53,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.25,0,19.782076,0,0
0,1,0,58,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),109.1,0,110.235344,2,3
0,0,0,46,DSL,Yes,No,No,No,No,No,One year,1,Bank transfer (automatic),30.75,0,32.376087,0,1
1,1,0,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),112.9,0,111.96528,2,4
1,0,0,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.2,1,74.2,0,0
0,1,1,6,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Mailed check,94.05,0,86.458336,1,2
0,1,0,72,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),78.85,0,80.04375,1,4
0,0,0,4,DSL,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,55.3,0,59.625,1,0
0,1,1,52,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.35,0,19.840385,0,0
0,0,0,2,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.45,0,17.4,0,0
0,1,0,65,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.35,0,20.306923,0,0
1,1,0,43,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.0,1,102.05582,2,1
0,1,0,4,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.2,1,105.05,2,1
1,1,0,25,Fiber optic,Yes,No,No,No,No,Yes,One year,1,Electronic check,89.05,1,87.098,1,1
0,1,0,51,DSL,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),78.65,0,77.46764,2,2
0,0,0,12,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),74.75,0,68.92083,2,1
0,1,1,57,DSL,Yes,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),70.1,1,68.65439,2,1
0,1,1,24,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.9,0,22.229166,0,0
0,1,0,64,DSL,No,No,Yes,Yes,No,No,One year,0,Bank transfer (automatic),58.35,0,58.69453,0,2
0,0,0,4,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,105.65,1,110.975,2,3
0,0,0,26,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.5,0,99.99808,2,1
0,1,1,15,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,0,18.953333,0,0
1,1,0,64,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.65,0,27.2,0,0
1,1,0,36,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.5,1,95.44722,2,1
0,1,0,27,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),95.0,0,91.20556,2,0
1,1,0,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,70.85,1,70.85,0,0
0,0,0,35,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),85.95,1,88.86,2,3
0,0,0,4,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,73.9,1,70.2125,0,1
0,1,1,8,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.45,0,51.46875,0,0
0,0,0,10,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.0,0,19.86,0,0
0,0,0,2,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,49.2,0,51.85,0,1
0,1,0,58,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),109.45,1,105.94051,2,3
0,1,0,51,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),83.25,0,80.185295,2,4
0,1,1,46,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.25,0,18.786957,0,0
0,0,0,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.65,0,19.65,0,0
0,0,0,46,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),72.8,0,70.63913,0,0
0,1,0,50,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),109.65,0,108.116,2,3
0,1,1,53,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,0,Credit card (automatic),65.0,0,63.467926,1,2
0,1,0,61,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,114.1,0,116.920494,2,3
0,0,0,5,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.65,0,18.71,0,0
0,0,0,47,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),86.95,0,88.0617,2,4
0,0,0,54,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Bank transfer (automatic),94.75,0,94.84722,1,2
0,0,1,19,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),25.35,0,29.794737,0,0
0,0,1,26,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,105.45,0,104.434616,2,3
0,1,1,70,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.4,0,25.457857,0,0
0,1,0,17,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,102.55,0,102.5,2,2
0,0,0,30,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.2,1,99.46,2,1
0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.0,0,24.0,0,0
0,1,1,19,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.6,0,25.573685,0,0
0,1,0,26,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),73.5,0,73.29615,2,2
0,1,1,21,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.05,1,74.557144,0,1
0,1,0,50,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Electronic check,98.25,0,97.174,2,1
0,1,0,68,DSL,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,54.4,0,54.75956,2,2
0,0,0,3,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),101.55,1,99.45,2,1
0,1,1,9,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,103.1,0,107.827774,2,2
0,1,1,51,DSL,Yes,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),34.2,0,34.941177,0,2
0,0,0,9,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,43.75,0,45.077778,0,0
1,1,1,41,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,111.95,1,110.607315,2,3
